SMILES_0,SMILES_1
Cc1cccc(C(c2ccc(C)cc2)(n2ccnc2)n2ccnc2)c1,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
Cc1ccc(Cn2cnc3ccccc32)cc1,c1ccc(Cn2cnc3ccccc32)cc1
C=CCC1(c2ccccc2)NC(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
c1ccc(C(Cn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1,c1ccc(C(CCn2cnc3ccccc32)(c2ccccc2)c2ccccc2)cc1
O=C1CCc2cc(C(c3ccccc3S)n3ccnc3)cc3c2N1CC3,Nc1ccccc1C(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1
Nc1ccccc1-c1ccc(Cn2ccnc2)cn1,Nc1ccccc1-c1cccc(-c2ccc(Cn3ccnc3)cn2)c1
Cc1coc2c1C(=O)C=CC(C)(C)C2,FC1(F)CN(c2ccc(C)cc2)C(=O)N1
FC(C)C(F)(F)C(F)C1N=N1,FC(C)C(F)(F)C(F)C1(F)N=N1
c1cn(CC23CC4CC(CC(C4)C2)C3)cn1,c1ccc2c(c1)ncn2CC12CC3CC(CC(C3)C1)C2
Fc1cccc(-c2ccc(Cn3ccnc3)cn2)c1,Nc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
C=CCC1(c2cccc(C3(C(F)(F)F)N=N3)c2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccc(C3(C(F)(F)F)N=N3)cc2)C(=O)NC(=O)N(C)C1=O
c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ncc2c1,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1
Oc1ccc(-c2ccccc2Cn2ccnc2)cc1F,Fc1ccc(-c2ccccc2Cn2ccnc2)cc1F
c1ccc(-c2ccccc2Cn2ccnc2)cc1,Fc1ccc(-c2ccccc2Cn2ccnc2)cc1
c1ccc(-c2ccc(Cn3ccnc3)o2)cc1,c1ccc(-c2ccc(Cn3ccnc3)o2)cn1
c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc3ccccc32)cc1,c1ccc(C(c2ccccc2)(c2ccncc2)n2cnc3ccccc32)cc1
c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc3ccccc32)cc1,c1cc(C(c2ccccc2)(c2ccccc2)n2cnc3ccccc32)ccn1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(C)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
CC(c1cc2c3c(c1)CCN3C(=O)CC2)n1ccnc1,O=C1CCc2cc(C(C3CC3)n3ccnc3)cc3c2N1CC3
C=CCC1(c2ccc(C(C)(C)C)cc2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2cccc(C(C)(C)C)c2)C(=O)NC(=O)N(C)C1=O
Cc1cc(C)cc(Cn2cnc3ccccc32)c1,Cc1cccc(Cn2cnc3ccccc32)c1
c1ccc2cc(Cn3ccnc3)ccc2c1,c1ccc2cc(-c3ccc(Cn4ccnc4)cn3)ccc2c1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(OC)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
c1ccc(-c2ccc(Cn3ccnc3)cc2)cc1,c1ccc(Cn2ccnc2)cc1
C=CCC1(c2cccc(C)c2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
c1ccc(-c2cc(Cn3ccnc3)cs2)cc1,Fc1ccc(-c2cc(Cn3ccnc3)cs2)cc1
OC(CC1CCC1)(c1cc2ccccc2c2ccccc21)n1ccnc1,c1ccc(C(c2ccccc2)(c2ccccc2)n2ccnc2)cc1
c1ccc(C(c2ccccc2)(c2ccccc2)n2cnc3ccccc32)cc1,Fc1ccc(C(c2ccccc2)(c2ccccc2)n2cnc3ccccc32)cc1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(OC)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
N#Cc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,N#Cc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(C)cc2)n1,CCOC(=O)c1cn(-c2ccc(C)cc2C)c(-c2ccc(N)cc2)n1
Fc1cccc(-c2ccc(Cn3ccnc3)cn2)c1,Nc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
c1cn(-c2ccc(Cn3ccnc3)cn2)cn1,Cc1ccc(Cn2ccnc2)cn1
CCOc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1
CCOc1cn(-c2ccccc2)c(-c2ccccc2)n1,Cc1cn(-c2ccccc2)c(-c2ccccc2)n1
CCC(C)C1(c2ccccc2)NC(=O)NC(=O)N(C)C1=O,CC(C)C1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
FC(F)(F)C1(F)N=N1,FC(F)(C(C))C1(F)N=N1
Fc1ccc(-c2ccccc2)cc1F,Fc1ccc(-c2ccccc2Cn2ccnc2)cc1F
Oc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1F,Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1F
Fc1cnccc1Cn1ccnc1,Fc1ccccc1Cn1ccnc1
C=CCC1(c2ccc(C)cc2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
Cc1c(C)c(C)c(Cn2cnc3ccccc32)c(C)c1C,Cc1cc(C)c(Cn2cnc3ccccc32)c(C)c1
c1ccc(-c2cc(Cn3cnc4ccccc43)cc(-c3ccccc3)c2)cc1,c1ccc(-c2ccc(Cn3cnc4ccccc43)cc2)cc1
c1cc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)ccn1,c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
