SMILES_0,SMILES_1
c1ccc(C(Cn2ccnc2)(c2ccccc2)c2ccccc2)cc1,c1ccc(C(CCn2ccnc2)(c2ccccc2)c2ccccc2)cc1
Cc1ccc(Cn2ccnc2)cc1,c1cn(Cc2ccc(Cn3ccnc3)cc2)cn1
O=Cc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1,O=Cc1cccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)c1
COc1ccccc1-c1ccc(Cn2ccnc2)cn1,Cc1ccccc1-c1ccc(Cn2ccnc2)cn1
Cc1cccc(Cn2ccnc2)c1,Cc1cc(C)cc(Cn2ccnc2)c1
c1ccc(-c2cccc(Cn3cnc4ccccc43)c2)cc1,c1ccc(-c2ccc(Cn3cnc4ccccc43)cc2)cc1
O=C1CCc2cc(C(c3ccccc3)n3ccnc3)cc3c2N1CC3,Cc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1
COc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,COc1cccc(-c2ccc(Cn3ccnc3)cn2)c1
Fc1ccc(-c2ccc(Cn3ccnc3)cn2)cc1,c1cnccc1-c1ccc(Cn2ccnc2)cn1
COc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1,CCOc1ccc(C(c2cc3c4c(c2)CCN4C(=O)CC3)n2ccnc2)cc1
C=CCC1(c2cccc(-c3cccnc3)n2)C(=O)NC(=O)N(C)C1=O,C=CCC1(c2ccc(-c3ccccc3)cc2)C(=O)NC(=O)N(C)C1=O
c1ccc(-c2ccccc2Cn2ccnc2)cc1,c1cc(-c2ccccc2Cn2ccnc2)ccn1
CCOC(=O)c1cn(-c2ccccc2)c(-c2ccc(N)cc2)n1,CCOC(=O)c1cn(-c2ccccc2)c(-c2ccccc2)n1
