ID,SMILES
SMILES_0,CCOC(=O)N1CC2CC1CN(C(=O)c1ccco1)CC2
SMILES_1,COC(=O)C1(C)CCC2(C)CCC3(C)c4cc5ccc(O)c6nc5n(CCN(C)C)c4CCC2C31C
SMILES_2,COCCNc1cccnc1NC(=O)c1c(Cn2ccc(C(=O)O)c2C)cc2ccccc2c1=O
SMILES_3,CCCn1c(N)c(C(=O)OC)c2ccc(-c3ccc(OCC(=O)OC)cc3)nc21
SMILES_4,CCNC(=O)C1C(O)CCCN1C(=O)c1ccc(C)[nH]c1=O
SMILES_5,CCCc1ccc(C(=O)NN=C2CCN(CC(=O)N3CCCCC3=O)CC2)cc1
SMILES_6,Cc1ccc(S(=O)(=O)N2CCC(O3CCCC3n3c(=O)n(C)c4ncccc43)CC2)cc1
SMILES_7,COC(=O)c1ccc(NC(=O)COc2ccc(F)cc2F)cc1
SMILES_8,O=C(Nc1cccc(C23CC4CCC(CC5C(Oc5ccc(C(=O)O)cn5)O4)CC2)c1)c1ccccc1
SMILES_9,CCc1c(C(=O)c2ccc(C)c(CF)c2)cc(C#N)cc1CCN1CC(O)C(C)C1
SMILES_10,CC1Sc2c(Nc3ccc(-c4cc(C5CCC5)c(C(N)=O)cc4F)nc3)ccnc2OC1C
SMILES_11,N#CC(COC1OC(CN2CCC(c3ccc(C#Cc4c[nH]c5cc(F)ccc45)cc3)C2)C1O)NC(=O)NC1CCc2ccccc2C1O
SMILES_12,CC=CC=CC=CC=CCCCC(=O)SC1OCc2ccccc21
SMILES_13,COc1cc(OCc2cc3c(c(N)nc2-3)C(=O)N(C)CC(=N)NCC2CCCCC2)cc(OC)c1OC
SMILES_14,CCOC(=O)C=CC(=O)Nc1ccc(-c2cc3ccccc3cc2OCC)c(OC(C)=O)c1
SMILES_15,N#Cc1c(N)cccc1NCC1CCCN(C(=O)c2ccco2)C1
SMILES_16,CC(C)NC(=O)C(=O)C(C)C(=O)NC(Cc1ccccc1)C(O)C(Cc1ccccc1)Oc1ccccc1
SMILES_17,CCCC(N)C(=O)Nc1ccc(-c2ccc(Oc3ccc4c(c3)OCO4)s2)cn1
SMILES_18,NC(=O)C1(c2ccccc2)CCCN1CCC(=O)Nc1nc(C(=O)c2ccccc2)cs1
SMILES_19,O=C(Nc1ccncc1)Nc1cccc([N](=O)[O-])c1
SMILES_20,Cc1ccc(CC(=O)NNS(=O)(=O)c2ccc3c(c2)nnn3C2CCCCC2)s1
SMILES_21,CN1C(COC(=O)c2ccc(NS(=O)(=O)c3cccc(F)c3)cc2)C(=O)NC(CN)C1c1ccc(C(C)C)cc1
SMILES_22,Cc1c(CCCC(=O)c2c(C(=O)O)c(OC(=O)C(C)(C)C)c(C(C)(C)C)s2)oc2cc(O)ccc12
SMILES_23,C=CCS(=O)(=O)CCNC(=O)N(CCC1CCN(C(=O)c2ccc(-n3cnc4ccccc34)cc2)CC1)c1nc2ccccc2[nH]1
SMILES_24,Cc1cc(C)n(CC(=O)c2ccc(C)cc2)n1
SMILES_25,CC(=O)OC=C(C)C(=CC(=O)NCc1ccc(C)cc1)C=COC(=O)c1ccc(O)cc1
SMILES_26,COc1ccc(C2(N=Nc3ccc(N4CCOCC4)cc3)CC(c3ccc(OC)cc3)NC2=O)cc1
SMILES_27,COc1ccc(C(=O)C#Cc2ccc(-c3ccc4c(c3)OCO4)o2)cc1
SMILES_28,Cc1ccccc1C1C(CN(C)C(=O)c2cc(-c3ncc(F)cc3F)nc3cc(S(=O)(=O)Nc4cn(C)c(C)c4)ccc23)C(c2ccccc2)N1C
SMILES_29,COc1cccc(CN2CCN(C3=C(CC(=O)Nc4cccc(C(F)(F)F)c4C(F)(F)F)SCc4c(C(C)(C)C)cccc43)CC2)c1
SMILES_30,CCOc1c2c(oc(CN3CCN(c4c(CNC(C)C)ccc4C(=O)O)CC3)cc1N(C(=O)c1cccnc1)c1ccccc1O2)C(=O)c1ccccc1
SMILES_31,COc1ccc(S(=O)(=O)Oc2ccc(C(=O)Nc3nnc(C(C)C)s3)cc2)cc1OC
SMILES_32,COc1ccc(C(O)=Nc2cc(C(=O)C3CC3)cc(S(=O)(=O)N3CCOCC3)c2)cc1
SMILES_33,CN(CC(=O)Nc1ccc(C(=O)(O)O)cc1)c1nc(C=O)c3ccccc3nc1C(=O)N1CCCCC1
SMILES_34,c1ccc2c(CN3CCCCC3)cccc2c1
SMILES_35,CCCCCCCCCCCCCCCC(N)C(O[S](C)(C)C)C(OC)C(OC(C)=O)C(C)=O
SMILES_36,CN(Cc1coc2nc(-c3ccccc3)ccc12)C(=O)O
SMILES_37,Nc1ccc2nc(SCc3ccccc3C)cc(=O)n2c1
SMILES_38,Cc1ccccc1-n1c(N)c(CC2CC2)c(=O)[nH]c(=O)c1=O
SMILES_39,CN(C)CCC(NC(=O)C(Cc1c[nH]cn1)NC(=O)OCCCCOC(=O)c1ccccc1)C(=O)NC1OC(CO)C(O)C1O
SMILES_40,O=C(Cc1ccc(C)c(C)c1)NCCN1CCOCC1
SMILES_41,Nc1ccc(C(O)(c2ccccc2)c2ccc(C(=O)Nc3ccc(N)nc3)cc2)nc1
SMILES_42,COc1ccc(C2n3c(nc4c(-c5ccccc5)cccc34)CCN(CCCNc3ccc(C)cc3)C2=O)cc1OC
SMILES_43,COc1ccc(C(C)=NNC(=O)c2cccs2)cc1OC
SMILES_44,Cn1ncc2c1C1CC(C#N)(c3nccn3C3CCCC3O)CN1c1cc(CO)ccc12
SMILES_45,CCCCc1ccc(OCC[N](C)(C)Cc2cc(C)nc3ccccc23)cc1
SMILES_46,N#Cc1c(O)c(O)c(C(=O)O)c2cc(OCc3ccccc3)cc(N)c12
SMILES_47,COc1cc(OC)c(Cc2cnn(Cc3c(F)cccc3C)c2-c2ccccc2F)c(C)c1
SMILES_48,CCCCCC=CCOC(COC(=O)COC)CCO
SMILES_49,COc1ccccc1-c1cc(-c2cccnc2)nc(N2CCCC2C(N)=O)c1
SMILES_50,C=C1C2CC(=O)C(CC3(C)C2CC3(F)F)C1(CO)C
SMILES_51,Cc1cc(-c2ccc(C(=O)O)cc2)cc(-c2nnc3ccccc3s2)c1
SMILES_52,COCCCC1CN(CC2CCN(C(=O)N3CCCCC3)CC2)c2ncccc2NC1=O
SMILES_53,CCCCCCCCCCCCCCSCC(N)CCNC(=O)c1cccc([N](=O)[O-])c1
SMILES_54,N#CCOC(Cn1cncn1)c1ccc(F)c(C)c1-c1ccc(F)cc1
SMILES_55,CCC1(C(C)N)C(=O)NCCc2cc(NC(=O)CC(C)C)ccc2OCC(=O)N(CC(C)C)CCCCN=C(C)NC1=O
SMILES_56,Cc1ccc(-c2nnc3c(CNC(=O)c4cccc(C#N)c4)cc(N(C)C)nc23)cc1
SMILES_57,O=C(c1cn(-c2ccccc2)cn1)N1CCN(c2ccc(C(F)(F)F)nn2)CC1
SMILES_58,Cc1ccc(C(=O)CCSc2nnc3c4nnn(CCN5CCN(c6ccc(CCC6)cn6)CC5)c4ncc3n2C)cc1
SMILES_59,CC(C)C(=O)N1CCN(c2ncnc3c2nnn3-c2ccccc2)CC1
SMILES_60,O=c1c2c(nc(Cc3ccc([N](=O)[O-])cc3)[nH]1)Cc1cc(-c3ccc(C)cc3)ccc1O2
SMILES_61,COC(=O)c1cc(C(C)(C)C)ccc1N1CC1C(=O)OC(C)(C)C
SMILES_62,COc1cc2cc(C(=O)NC3CC3)cnc2cc1OC
SMILES_63,COCC(C1CCOC1OCn1cncn1)c1cccc(C(=O)NC(Cc2ccco2)C(=O)OC)c1C
SMILES_64,Fc1cccc(Cn2cnc3c(Nc4cccc(NCCN5CCOCC5)c4)ncnc32)c1
SMILES_65,COC(=O)c1cccc(NN=C(C)c2ccc(OC)nc2)c1
SMILES_66,S=C(NCCCc1c[nH]cc1)C=CN1CCn2c1ncnc1ccccc12
SMILES_67,CCOC(=O)CC1(C(=O)O)CC(O)(c2cc3cc(C)c(OC)cc3[nH]c2=O)C(C)C1OC2OC(=O)C4(C)CCC1CC3CC(O)(C)O4CC(C)=CC23C
SMILES_68,COc1ccc(-c2nnc(C=C(C#N)c3ccccc3)o2)cc1OC
SMILES_69,CN(C)CCCOc1cc(-c2ccnc(N)c2)cc(C(=O)O)c1
SMILES_70,COC(=O)c1cccc(-c2nc3ccccc3o2)c1
SMILES_71,CCNC(=O)C1OC(c2ccc(NS(=O)(=O)c3ccc(C)cc3C)cc2)C(CO)C(O)C1O
SMILES_72,CC(Nc1cccc(N)c1N1CCSCC1)c1cccs1
SMILES_73,CC(C)NC(=O)C(Cc1ccccc1)NC(=O)c1ccccn1
SMILES_74,COc1cc(C(=O)C=Cc2ccc(C)cc2C)cc(OC)c1O
SMILES_75,Cc1cccc(N(CC(=O)NCC2(C(O)Cn3ccnc3CCc3ccccc3)CSc3ccc(C(=O)O)cc32)C(=O)C(=O)NC(C)C)c1
SMILES_76,COc1ccc(CCNC(=O)CCCC(=O)NC2c3ccccc3C=C(C)C2=O)cc1
SMILES_77,COc1c(C)c(O)c(C(=O)C=Cc2ccc(OC)cc2)c(OC)c1OC
SMILES_78,Cc1ccc(C(O)CN2CCN(CCC3CCCO3)CC2)cc1
SMILES_79,CCNc1ccc(-n2c(C)n(CCOC)c3ccc(C(=O)NCC)cc3c2=O)cc1
SMILES_80,N=C(N)Nc1ccc(C(=O)Nc2ccc(N3CC(CF)(C(=O)O)=NC3(C#N)CS)cc2)cc1
SMILES_81,CCCC(CO)N(C)c1sc(C(=O)OC)cn1Cc1ccc(F)cc1
SMILES_82,COc1cccc(CN2CCN(c3ccc4c(n4Cc4ccccc4)cc3C(=O)Nc3ccc(C#N)cc3)CC2)c1
SMILES_83,C=CCN=C(S)NN=Cc1c(O)ccc2ccccc12
SMILES_84,COC(=O)C1CC(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)C(C)(C)O1
SMILES_85,O=C(Cc1ccsc1)NC(CCCOc1ccc(F)cc1)C(=O)O
SMILES_86,O=C(O)c1ccc(O)c2nc(-c3ccc(C(=O)NC4CC4)cc3)nc12
SMILES_87,Cc1[nH]c(OCC2(C(C)C)CC(=O)Nc3c2c(Cc2ccc(C(C)(C)C)cc2)n3C2CC2)nc1C(=O)O
SMILES_88,CCOCCCCNC(=O)CC1CN(C(=O)Nc2cccc3ccccc23)C(=O)N1
SMILES_89,CC(C)C(NC(=O)Cn1cccc1C(=O)NCC(=O)NC1CC2CCC1C2)C(F)(F)F
SMILES_90,COc1ccc(-c2[nH]cc3c2C(C(=O)N2c4ccccc4S3(=O)=O)c2cnnn2C3CC3)cc1
SMILES_91,CS(=O)(=O)Nc1cccc(-c2nnc(C(N)=O)s2)c1
SMILES_92,Nc1nc2c(cn1)CN(Cc1nccc3c1cnn3C1CCC(O)CC1)CCC2
SMILES_93,CNCCn1c(-c2ccc(CNC(=O)c3cccc(-c4ncc(C#N)c[nH]4)c3)cc2)c(C(=O)O)c2ccccc21
SMILES_94,CN(CCC(=O)NCc1ccc(C2CN2C(=O)c2ccccc2C2CC2CO)s1)C(=O)c1ccc(C)cc1
SMILES_95,Cc1cc(O)c(C(=O)CSc2ccc(C(=O)O)cc2)c(O)c1C(=O)O
SMILES_96,CCC(CCCc1ccc(CN2CCN(C)CC2)cc1)NCCNC(=O)CC#N
SMILES_97,O=S1(=O)CCN(N=Cc2cccc(-c3ccnc4[nH]ccc34)n2)CC1
SMILES_98,S=C(NC1=CC2CCCC12)NCc1cccc2c1CO2
SMILES_99,COc1ccc(C2C(C3CCCCC3)CC(N(Cc3ccccc3)S(=O)(=O)c3ccc([N](=O)[O-])s3)C(C)C2=O)cc1
SMILES_100,COC(CN1CCN(Cc2ccc3occc3c2)CC1)(c1ccccc1)c1cc([N](=O)[O-])c(O)c1
SMILES_101,CCCCCCCCCCCCOc1cc(COCC(CO)CO)cc(C)c1
SMILES_102,CCCCCCCCC#CCc1nc(CC)c(C(N)CO)o1
SMILES_103,Cc1ccc(Nc2ncccn2)c(C(=O)Nc2ccc3c(c2)-c2nc(CN(C)C)ccc2C3=O)c1
SMILES_104,CCC(=O)Nc1cc2cc(OC)cc(C)c2oc1=O
SMILES_105,O=C(CSc1ccc(F)cc1)N1CCCCc2[nH]c(-c3cncc(C(F)(F)F)c3)nc2C1
SMILES_106,COC(=O)CCN(C)S(=O)(=O)c1cccc(-n2c(=O)n(C)c3cc(-c4ccc(F)cc4)ccc32)c1F
SMILES_107,c1cc[nH]c(-c2ccc(Nc3ncnc4c3nn3Cc3ccccc3-4)nc2)c1
SMILES_108,NCCC(NC(=O)c1cc(C(=O)N2CCCC2C(O)C(N)CO)nn1CC(F)(F)C(F)(F)F)C(=O)NCCCCCCCCCCCCCN
SMILES_109,Fc1ccc(C2C3=C(c4ccc[nH]4)Nc4ccccc4N=C3C2(c2ccccc2C2c4cccc4cccc24)C=C2CCCCN23)cc1
SMILES_110,CC(C)C(NC(=O)C1CCCN1C(=O)C=CCCCC(=O)Nc1nccs1)C(=O)O
SMILES_111,CC(C)CC(NC(=O)C(CCC(=O)NCC(=O)O)C(=O)N1CCNCC1)C(=O)NC(CC(N)=O)C(=O)COc1ccc(C(=O)O)cc1
SMILES_112,CCOC(=O)c1onc(-c2ccc(F)cc2)c1-c1ccccc1O
SMILES_113,O=C(Nc1nnc(SCc2ccc(C)cc2C)s1)c1ccncc1
SMILES_114,COc1cc(C(=C2CCC3(C)C2CC(=O)O3)N2CCCCC2)ccc1NC(=O)c1ccccc1
SMILES_115,COCC1CC2(CCN(C(=O)c3ccoc3)CC2)CN1Cc1cccnc1C
SMILES_116,CN=C(S)SCC1OC(n2c3c(O)cccc3c3c(C(=O)O)c(C)n(-c4ccccc4)c2=O)CS1
SMILES_117,[C-]#[N]C12CCOCC1C(N(CCC)CCCN(Cc1ccccc1)CCN1Cc3ccccc3n1C1(CCCC3)C(=O)C(O)C1)C2
SMILES_118,CCOC(=O)CSc1nc(Cc2csc(C)n2)c(C)c(C)n1
SMILES_119,CCCCCCc1cc(C(=O)OCC)c(OC)c(O)c1O
SMILES_120,CC(C)Sc1cc(C(C)(C)C)ncn1
SMILES_121,CCCCc1nc(N2CC3CCCN3CC2)c2ccccc2n1
SMILES_122,O=C(NCCCCCCCCc1ccccc1)c1ccccc1C(=O)Cc1ccc(C(=O)O)o1
SMILES_123,COc1ccc2ccc(C[S](C)(C)OC)cc2c1S(=O)(=O)N1CCSCC1
SMILES_124,Cc1cc(C)[n](C)c(-c2ncccc2C(=O)Nc2nccc[nH]2)c1
SMILES_125,O=C(OC1CN(Cc2ccccc2C)C1=O)c1ccc(S(=O)(=O)N2CCOCC2)o1
SMILES_126,Cn1c(Nc2ncc(C)c(Nc3oc4c(CC(=O)NCCCO)ccc4c3C)n2)cc(=O)n(Cc2ccccc2)c1=O
SMILES_127,Nc1nc(C(=O)NCCCCCC2SC(Cc3ccccc3)NC2=O)sc1C(=O)O
